328	370
305	384
331	411
353	441
367	441
346	363
312	390
355	385
320	440
315	470
327	411
329	444
311	424
322	419
364	491
350	486
314	433
328	418
372	452
367	463
381	501
352	427
323	439
338	453
368	469
309	404
307	383
312	440
327	438
314	437
365	379
327	397
362	428
392	434
308	427
373	440
343	431
394	437
373	474
312	433
420	432
315	396
366	429
370	416
354	441
